rank,music,main_artist,year,featuring1,featuring2,photo
27,Good For You,Selena Gomez,2015,A$AP Rocky,,https://charts-static.billboard.com/img/2015/07/selena-gomez-scg-53x53.jpg
28,All About That Bass,Meghan Trainor,2015,,,https://charts-static.billboard.com/img/2017/04/meghan-trainor-53x53.jpg
29,Style,Taylor Swift,2015,,,https://charts-static.billboard.com/img/2014/11/taylor-swift-70p-style-e98-53x53.jpg
30,Hotline Bling,Drake,2015,,,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg
31,Hey Mama,David Guetta,2015,"Nicki Minaj, Bebe Rexha",Afrojack,https://charts-static.billboard.com/img/2014/12/david-guetta-z71-53x53.jpg
32,G.D.F.R.,Flo Rida,2015,Sage The Gemini,Lookas,https://charts-static.billboard.com/img/2014/11/flo-rida-8v1-53x53.jpg
33,What Do You Mean?,Justin Bieber,2015,,,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg
34,Photograph,Ed Sheeran,2015,,,https://charts-static.billboard.com/img/2014/07/ed-sheeran-buv-photograph-rgt-53x53.jpg
35,Hello,Adele,2015,,,https://charts-static.billboard.com/img/2015/11/adele-ee3-hello-bmf-53x53.jpg
36,Stitches,Shawn Mendes,2015,,,https://charts-static.billboard.com/img/2017/05/shawn-mendes-53x53.jpg
37,Talking Body,Tove Lo,2015,,,https://charts-static.billboard.com/img/2015/01/tove-lo-vxl-53x53.jpg
38,Jealous,Nick Jonas,2015,,,https://charts-static.billboard.com/img/2014/09/nick-jonas-zlp-53x53.jpg
39,Time Of Our Lives,Pitbull,2015,Ne-Yo,,https://charts-static.billboard.com/img/2014/12/pitbull-odu-53x53.jpg
40,Locked Away,R. City,2015,Adam Levine,,https://charts-static.billboard.com/img/2015/07/r-city-xtd-53x53.jpg
41,Somebody,Natalie La Rose,2015,Jeremih,,https://charts-static.billboard.com/img/2015/01/natalie-la-rose-26s-53x53.jpg
42,FourFiveSeconds,Rihanna,2015,Kanye West,Paul McCartney,https://charts-static.billboard.com/img/2015/02/rihanna-t38-53x53.jpg
43,Centuries,Fall Out Boy,2015,,,https://charts-static.billboard.com/img/2014/09/fall-out-boy-zhw-53x53.jpg
44,My Way,Fetty Wap,2015,Monty,,https://charts-static.billboard.com/img/2015/05/fetty-wap-vik-53x53.jpg
45,Take Your Time,Sam Hunt,2015,,,https://charts-static.billboard.com/img/2014/11/sam-hunt-2mf-53x53.jpg
46,Animals,Maroon 5,2015,,,https://charts-static.billboard.com/img/2014/09/maroon-5-9st-53x53.jpg
47,I Don't F**k With You,Big Sean,2015,E-40,,https://charts-static.billboard.com/img/2014/10/big-sean-820-53x53.jpg
48,B**** Better Have My Money,Rihanna,2015,,,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg
49,Flex (Ooh Ooh Ooh),Rich Homie Quan,2015,,,https://charts-static.billboard.com/img/2015/04/rich-homie-quan-3p0-53x53.jpg
50,Nasty Freestyle,T-Wayne,2015,,,https://charts-static.billboard.com/img/2015/04/t-wayne-k4f-53x53.jpg
51,Only,Nicki Minaj,2015,"Drake, Lil Wayne",Chris Brown,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
52,Elastic Heart,Sia,2015,,,https://charts-static.billboard.com/img/2015/01/sia-5kn-53x53.jpg
53,Cool For The Summer,Demi Lovato,2015,,,https://charts-static.billboard.com/img/2015/07/demi-lovato-rh9-53x53.jpg
54,Renegades,X Ambassadors,2015,,,https://charts-static.billboard.com/img/2015/04/x-ambassadors-qav-53x53.jpg
55,I Don't Mind,Usher,2015,Juicy J,,https://charts-static.billboard.com/img/2014/11/usher-oqp-53x53.jpg
56,Love Me Harder,Ariana Grande,2015,The Weeknd,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
57,Wildest Dreams,Taylor Swift,2015,,,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg
58,Stay With Me,Sam Smith,2015,,,https://charts-static.billboard.com/img/2014/04/sam-smith-ik0-stay-with-me-nwg-53x53.jpg
59,You Know You Like It,DJ Snake,2015,AlunaGeorge,,https://charts-static.billboard.com/img/2015/01/dj-snake-ncv-53x53.jpg
60,Uma Thurman,Fall Out Boy,2015,,,https://charts-static.billboard.com/img/2015/01/fall-out-boy-zhw-53x53.jpg
61,7/11,Beyonce,2015,,,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg
62,The Heart Wants What It Wants,Selena Gomez,2015,,,https://charts-static.billboard.com/img/2014/11/selena-gomez-nxt-the-heart-wants-what-it-wants-6dx-53x53.jpg
63,Girl Crush,Little Big Town,2015,,,https://charts-static.billboard.com/img/2017/03/little-big-town-53x53.jpg
64,Slow Motion,Trey Songz,2015,,,https://charts-static.billboard.com/img/2015/02/trey-songz-kc8-53x53.jpg
65,Drag Me Down,One Direction,2015,,,https://charts-static.billboard.com/img/2015/08/one-direction-7ru-53x53.jpg
66,Truffle Butter,Nicki Minaj,2015,Drake,Lil Wayne,https://charts-static.billboard.com/img/2015/01/nicki-minaj-dc2-truffle-butter-7se-53x53.jpg
67,One Last Time,Ariana Grande,2015,,,https://charts-static.billboard.com/img/2014/09/ariana-grande-nxo-one-last-time-ivq-53x53.jpg
68,Chains,Nick Jonas,2015,,,https://charts-static.billboard.com/img/2014/08/nick-jonas-zlp-53x53.jpg
69,All Eyes On You,Meek Mill,2015,Chris Brown,Nicki Minaj,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
70,No Type,Rae Sremmurd,2015,,,https://charts-static.billboard.com/img/2014/09/rae-sremmurd-f07-53x53.jpg
71,Riptide,Vance Joy,2015,,,https://charts-static.billboard.com/img/2013/12/vance-joy-buo-53x53.jpg
72,Classic Man,Jidenna,2015,Roman GianArthur,,https://charts-static.billboard.com/img/2015/03/jidenna-fww-53x53.jpg
73,Ex's & Oh's,Elle King,2015,,,https://charts-static.billboard.com/img/2014/11/elle-king-7fl-53x53.jpg
74,Dear Future Husband,Meghan Trainor,2015,,,https://charts-static.billboard.com/img/2014/09/meghan-trainor-vgn-53x53.jpg
75,Marvin Gaye,Charlie Puth,2015,Meghan Trainor,,https://charts-static.billboard.com/img/2015/04/charlie-puth-ge7-53x53.jpg
76,Like I'm Gonna Lose You,Meghan Trainor,2015,John Legend,,https://charts-static.billboard.com/img/2015/01/meghan-trainor-oaq-like-im-gonna-lose-you-fig-53x53.jpg
77,Habits (Stay High),Tove Lo,2015,,,https://charts-static.billboard.com/img/2014/04/tove-lo-vxl-53x53.jpg
78,The Hanging Tree,James Newton Howard,2015,Jennifer Lawrence,,https://charts-static.billboard.com/img/2014/12/james-newton-howard-11g-53x53.jpg
79,CoCo,O.T. Genasis,2015,,,https://charts-static.billboard.com/img/2014/11/ot-genasis-206-53x53.jpg
80,Bang Bang,"Jessie J, Ariana Grande",2015,Nicki Minaj,,https://charts-static.billboard.com/img/2014/08/jessie-j-zrp-53x53.jpg
81,Lay Me Down,Sam Smith,2015,,,https://charts-static.billboard.com/img/2012/11/sam-smith-ik0-53x53.jpg
82,Tuesday,I LOVE MAKONNEN,2015,Drake,,https://charts-static.billboard.com/img/2014/09/i-love-makonnen-sw9-53x53.jpg
83,Hit The Quan,iLoveMemphis,2015,,,https://charts-static.billboard.com/img/2015/08/ilovememphis-pku-53x53.jpg
84,Downtown,Macklemore,2015,Ryan Lewis,"Eric Nally, Melle Mel, Kool Moe Dee",https://charts-static.billboard.com/img/2015/09/macklemore-ryan-lewis-th1-53x53.jpg
85,House Party,Sam Hunt,2015,,,https://charts-static.billboard.com/img/2014/08/sam-hunt-2mf-53x53.jpg
86,Ayo,Chris Brown,2015,Tyga,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
87,Kick The Dust Up,Luke Bryan,2015,,,https://charts-static.billboard.com/img/2015/05/luke-bryan-qhx-kick-the-dust-up-v2l-53x53.jpg
88,Blessings,Big Sean,2015,Drake,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
89,Budapest,George Ezra,2015,,,https://charts-static.billboard.com/img/2014/08/george-ezra-g00-53x53.jpg
90,Chandelier,Sia,2015,,,https://charts-static.billboard.com/img/2014/05/sia-kfh-53x53.jpg
91,Heartbeat Song,Kelly Clarkson,2015,,,https://charts-static.billboard.com/img/2015/01/kelly-clarkson-tcv-53x53.jpg
92,Don't,Ed Sheeran,2015,,,https://charts-static.billboard.com/img/2011/07/ed-sheeran-3vg-87x87.jpg
93,Ghost,Ella Henderson,2015,,,https://charts-static.billboard.com/img/2014/08/ella-henderson-0yy-53x53.jpg
94,Here,Alessia Cara,2015,,,https://charts-static.billboard.com/img/2015/06/alessia-cara-9x8-53x53.jpg
95,Waves,Mr. Probz,2015,,,https://charts-static.billboard.com/img/2014/05/mr-probz-ul5-53x53.jpg
96,El Perdon (Forgiveness),Nicky Jam,2015,Enrique Iglesias,,https://charts-static.billboard.com/img/2017/07/nicky-jam-53x53.jpg
97,She Knows,Ne-Yo,2015,Juicy J,,https://charts-static.billboard.com/img/2014/10/ne-yo-9u2-53x53.jpg
98,Night Changes,One Direction,2015,,,https://charts-static.billboard.com/img/2011/09/one-direction-0i5-53x53.jpg
99,Back To Back,Drake,2015,,,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg
100,How Deep Is Your Love,Calvin Harris,2015,Disciples,,https://charts-static.billboard.com/img/2015/08/calvin-harris-s9n-53x53.jpg
1,Love Yourself,Justin Bieber,2016,,,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg
2,Sorry,Justin Bieber,2016,,,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg
3,One Dance,Drake,2016,WizKid,Kyla,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
4,Work,Rihanna,2016,Drake,,https://charts-static.billboard.com/img/2016/02/rihanna-t38-work-n00-53x53.jpg
5,Stressed Out,twenty one pilots,2016,,,https://charts-static.billboard.com/img/2015/05/twenty-one-pilots-840-53x53.jpg
6,Panda,Desiigner,2016,,,https://charts-static.billboard.com/img/2016/02/desiigner-l9j-53x53.jpg
7,Hello,Adele,2016,,,https://charts-static.billboard.com/img/2015/11/adele-ee3-hello-bmf-53x53.jpg
8,Don't Let Me Down,The Chainsmokers,2016,Daya,,https://charts-static.billboard.com/img/2016/02/the-chainsmokers-05s-dont-let-me-down-0y2-53x53.jpg
9,Can't Stop The Feeling!,Justin Timberlake,2016,,,https://charts-static.billboard.com/img/2016/05/justin-timberlake-wmm-53x53.jpg
10,Closer,The Chainsmokers,2016,Halsey,,https://charts-static.billboard.com/img/2016/08/the-chainsmokers-9iv-53x53.jpg
11,Cheap Thrills,Sia,2016,Sean Paul,,https://charts-static.billboard.com/img/2016/01/sia-5kn-53x53.jpg
12,7 Years,Lukas Graham,2016,,,https://charts-static.billboard.com/img/2015/11/lukas-graham-7bg-53x53.jpg
13,Needed Me,Rihanna,2016,,,https://charts-static.billboard.com/img/2016/02/rihanna-t38-needed-me-nsm-53x53.jpg
14,My House,Flo Rida,2016,,,https://charts-static.billboard.com/img/2015/07/flo-rida-8v1-53x53.jpg
15,I Took A Pill In Ibiza,Mike Posner,2016,,,https://charts-static.billboard.com/img/2016/01/mike-posner-oiz-53x53.jpg
16,Work From Home,Fifth Harmony,2016,Ty Dolla $ign,,https://charts-static.billboard.com/img/2016/03/fifth-harmony-tsq-53x53.jpg
17,This Is What You Came For,Calvin Harris,2016,Rihanna,,https://charts-static.billboard.com/img/2016/05/calvin-harris-ffl-53x53.jpg
18,Cake By The Ocean,DNCE,2016,,,https://charts-static.billboard.com/img/2015/10/dnce-qun-53x53.jpg
19,"Me, Myself & I",G-Eazy x Bebe Rexha,2016,,,https://charts-static.billboard.com/img/2015/11/g-eazy-4o5-53x53.jpg
20,Ride,twenty one pilots,2016,,,https://charts-static.billboard.com/img/2015/05/twenty-one-pilots-840-53x53.jpg
21,Heathens,twenty one pilots,2016,,,https://charts-static.billboard.com/img/2016/07/twenty-one-pilots-840-53x53.jpg
22,Pillowtalk,Zayn,2016,,,https://charts-static.billboard.com/img/2017/04/zayn-53x53.jpg
23,Stitches,Shawn Mendes,2016,,,https://charts-static.billboard.com/img/2017/05/shawn-mendes-53x53.jpg
24,Hotline Bling,Drake,2016,,,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg
25,Cold Water,Major Lazer,2016,Justin Bieber,MO,https://charts-static.billboard.com/img/2016/08/major-lazer-gnw-53x53.jpg
26,Send My Love (To Your New Lover),Adele,2016,,,https://charts-static.billboard.com/img/2008/02/adele-hdy-87x87.jpg
27,Roses,The Chainsmokers,2016,Rozes,,https://charts-static.billboard.com/img/2015/07/the-chainsmokers-featuring-rozes-vl7-53x53.jpg
28,Treat You Better,Shawn Mendes,2016,,,https://charts-static.billboard.com/img/2017/05/shawn-mendes-53x53.jpg
29,Too Good,Drake,2016,Rihanna,,https://charts-static.billboard.com/img/2016/05/drake-hq6-too-good-btp-53x53.jpg
30,Low Life,Future,2016,The Weeknd,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
31,What Do You Mean?,Justin Bieber,2016,,,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-53x53.jpg
32,The Hills,The Weeknd,2016,,,https://charts-static.billboard.com/img/2011/11/the-weeknd-gvx-53x53.jpg
33,Just Like Fire,P!nk,2016,,,https://charts-static.billboard.com/img/2016/04/pnk-e1s-53x53.jpg
34,Broccoli,D.R.A.M.,2016,Lil Yachty,,https://charts-static.billboard.com/img/2016/04/dram-fpd-53x53.jpg
35,Don't,Bryson Tiller,2016,,,https://charts-static.billboard.com/img/2015/01/bryson-tiller-ufm-53x53.jpg
36,Dangerous Woman,Ariana Grande,2016,,,https://charts-static.billboard.com/img/2011/02/ariana-grande-nxo-53x53.jpg
37,Jumpman,Drake,2016,Future,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
38,I Hate U I Love U,gnash,2016,Olivia O'Brien,,https://charts-static.billboard.com/img/2016/01/gnash-alj-53x53.jpg
39,Here,Alessia Cara,2016,,,https://charts-static.billboard.com/img/2015/06/alessia-cara-9x8-53x53.jpg
40,Same Old Love,Selena Gomez,2016,,,https://charts-static.billboard.com/img/2015/09/selena-gomez-nxt-same-old-love-3k3-53x53.jpg
41,Controlla,Drake,2016,,,https://charts-static.billboard.com/img/2016/04/drake-hq6-53x53.jpg
42,Like I'm Gonna Lose You,Meghan Trainor,2016,John Legend,,https://charts-static.billboard.com/img/2015/01/meghan-trainor-oaq-like-im-gonna-lose-you-fig-53x53.jpg
43,One Call Away,Charlie Puth,2016,,,https://charts-static.billboard.com/img/2015/11/charlie-puth-w4y-53x53.jpg
44,Let It Go,James Bay,2016,,,https://charts-static.billboard.com/img/2014/06/james-bay-sha-53x53.jpg
45,No,Meghan Trainor,2016,,,https://charts-static.billboard.com/img/2016/03/meghan-trainor-vgn-53x53.jpg
46,Never Forget You,Zara Larsson,2016,MNEK,,https://charts-static.billboard.com/img/2015/10/zara-larsson-3nj-53x53.jpg
47,Let Me Love You,DJ Snake,2016,Justin Bieber,,https://charts-static.billboard.com/img/2016/08/dj-snake-ncv-let-me-love-you-zhj-53x53.jpg
48,Don't Mind,Kent Jones,2016,,,https://charts-static.billboard.com/img/2016/03/kent-jones-30q-53x53.jpg
49,H.O.L.Y.,Florida Georgia Line,2016,,,https://charts-static.billboard.com/img/2016/05/florida-georgia-line-yd0-53x53.jpg
50,We Don't Talk Anymore,Charlie Puth,2016,Selena Gomez,,https://charts-static.billboard.com/img/2016/02/charlie-puth-ge7-53x53.jpg
51,Into You,Ariana Grande,2016,,,https://charts-static.billboard.com/img/2016/05/ariana-grande-ypy-53x53.jpg
52,Gold,Kiiara,2016,,,https://charts-static.billboard.com/img/2016/01/kiiara-5zq-53x53.jpg
53,Exchange,Bryson Tiller,2016,,,https://charts-static.billboard.com/img/2015/10/bryson-tiller-ufm-53x53.jpg
54,679,Fetty Wap,2016,Remy Boyz,,https://charts-static.billboard.com/img/2015/07/fetty-wap-vik-53x53.jpg
55,Oui,Jeremih,2016,,,https://charts-static.billboard.com/img/2015/12/jeremih-684-53x53.jpg
56,Hands To Myself,Selena Gomez,2016,,,https://charts-static.billboard.com/img/2015/10/selena-gomez-scg-53x53.jpg
57,2 Phones,Kevin Gates,2016,,,https://charts-static.billboard.com/img/2015/12/kevin-gates-3eg-53x53.jpg
58,Starboy,The Weeknd,2016,Daft Punk,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
59,For Free,DJ Khaled,2016,Drake,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
60,Never Be Like You,Flume,2016,Kai,,https://charts-static.billboard.com/img/2016/02/flume-pfx-53x53.jpg
61,In The Night,The Weeknd,2016,,,https://charts-static.billboard.com/img/2015/09/the-weeknd-pqn-in-the-night-se5-53x53.jpg
62,Me Too,Meghan Trainor,2016,,,https://charts-static.billboard.com/img/2016/05/meghan-trainor-vgn-53x53.jpg
63,Ex's & Oh's,Elle King,2016,,,https://charts-static.billboard.com/img/2014/11/elle-king-7fl-53x53.jpg
64,Die A Happy Man,Thomas Rhett,2016,,,https://charts-static.billboard.com/img/2015/10/thomas-rhett-r0o-53x53.jpg
65,White Iverson,Post Malone,2016,,,https://charts-static.billboard.com/img/2015/06/post-malone-1vw-53x53.jpg
66,Close,Nick Jonas,2016,Tove Lo,,https://charts-static.billboard.com/img/2016/04/nick-jonas-zlp-53x53.jpg
67,Unsteady,X Ambassadors,2016,,,https://charts-static.billboard.com/img/2015/10/x-ambassadors-qav-53x53.jpg
68,Sucker For Pain,"Lil Wayne, Wiz Khalifa",2016,Imagine Dragons With Logic,Ty Dolla $ign Feat. X Ambassadors,https://charts-static.billboard.com/img/2016/07/lil-wayne-0sn-53x53.jpg
69,Down In The DM,Yo Gotti,2016,Nicki Minaj,,https://charts-static.billboard.com/img/2015/11/yo-gotti-w7z-down-in-the-dm-ntr-53x53.jpg
70,Luv,Tory Lanez,2016,,,https://charts-static.billboard.com/img/2016/06/tory-lanez-hvy-53x53.jpg
71,Sorry,Beyonce,2016,,,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg
72,Can't Feel My Face,The Weeknd,2016,,,https://charts-static.billboard.com/img/2011/11/the-weeknd-gvx-53x53.jpg
73,Hymn For The Weekend,Coldplay,2016,,,https://charts-static.billboard.com/img/2015/12/coldplay-j2u-53x53.jpg
74,Say It,Tory Lanez,2016,,,https://charts-static.billboard.com/img/2015/08/tory-lanez-hvy-53x53.jpg
75,Antidote,Travis Scott,2016,,,https://charts-static.billboard.com/img/2015/07/travis-scott-jll-53x53.jpg
76,Lost Boy,Ruth B,2016,,,https://charts-static.billboard.com/img/2016/01/ruth-b-sm9-53x53.jpg
77,Side To Side,Ariana Grande,2016,Nicki Minaj,,https://charts-static.billboard.com/img/2016/06/ariana-grande-ypy-53x53.jpg
78,"Sit Still, Look Pretty",Daya,2016,,,https://charts-static.billboard.com/img/2016/04/daya-6d7-53x53.jpg
79,Wildest Dreams,Taylor Swift,2016,,,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg
80,Middle,DJ Snake,2016,Bipolar Sunshine,,https://charts-static.billboard.com/img/2015/11/dj-snake-ncv-53x53.jpg
81,On My Mind,Ellie Goulding,2016,,,https://charts-static.billboard.com/img/2015/10/ellie-goulding-1mr-53x53.jpg
82,Pop Style,Drake,2016,The Throne,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
83,When We Were Young,Adele,2016,,,https://charts-static.billboard.com/img/2008/02/adele-hdy-87x87.jpg
84,Hide Away,Daya,2016,,,https://charts-static.billboard.com/img/2015/09/daya-6d7-53x53.jpg
85,Lean On,Major Lazer,2016,DJ Snake,MO,https://charts-static.billboard.com/img/2015/03/major-lazer-gnw-53x53.jpg
86,I Know What You Did Last Summer,Shawn Mendes,2016,Camila Cabello,,https://charts-static.billboard.com/img/2015/12/shawn-mendes-drf-53x53.jpg
87,Watch Me,Silento,2016,,,https://charts-static.billboard.com/img/2015/03/silento-7d0-53x53.jpg
88,Back To Sleep,Chris Brown,2016,,,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg
89,No Limit,Usher,2016,Young Thug,,https://charts-static.billboard.com/img/2016/06/usher-oqp-53x53.jpg
90,Cut It,O.T. Genasis,2016,Young Dolph,,https://charts-static.billboard.com/img/2016/01/ot-genasis-206-53x53.jpg
91,Really Really,Kevin Gates,2016,,,https://charts-static.billboard.com/img/2015/11/kevin-gates-3eg-53x53.jpg
92,All In My Head (Flex),Fifth Harmony,2016,Fetty Wap,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
93,Starving,Hailee Steinfeld,2016,Grey,Zedd,https://charts-static.billboard.com/img/2016/08/hailee-steinfeld-bg5-53x53.jpg
94,Adventure Of A Lifetime,Coldplay,2016,,,https://charts-static.billboard.com/img/2015/11/coldplay-j2u-53x53.jpg
95,Humble And Kind,Tim McGraw,2016,,,https://charts-static.billboard.com/img/2016/02/tim-mcgraw-j7r-53x53.jpg
96,Wicked,Future,2016,,,https://charts-static.billboard.com/img/2017/07/future-53x53.jpg
97,Tiimmy Turner,Desiigner,2016,,,https://charts-static.billboard.com/img/2016/08/desiigner-l9j-53x53.jpg
98,See You Again,Wiz Khalifa,2016,Charlie Puth,,https://charts-static.billboard.com/img/2015/03/wiz-khalifa-b1e-53x53.jpg
99,Perfect,One Direction,2016,,,https://charts-static.billboard.com/img/2015/10/one-direction-7ru-53x53.jpg
100,Perfect,One Direction,2016,,,https://charts-static.billboard.com/img/2015/10/one-direction-7ru-53x53.jpg
1,Shape Of You,Ed Sheeran,2017,,,https://charts-static.billboard.com/img/2017/01/ed-sheeran-buv-53x53.jpg
2,Despacito,Luis Fonsi,2017,Daddy Yankee,Justin Bieber,https://charts-static.billboard.com/img/2017/01/luis-fonsi-ajp-despacito-304-53x53.jpg
3,That's What I Like,Bruno Mars,2017,,,https://charts-static.billboard.com/img/2016/12/bruno-mars-va7-thats-what-i-like-hq0-53x53.jpg
4,Humble.,Kendrick Lamar,2017,,,https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y-53x53.jpg
5,Something Just Like This,The Chainsmokers,2017,Coldplay,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
6,Bad And Boujee,Migos,2017,Lil Uzi Vert,,https://charts-static.billboard.com/img/2016/11/migos-0ho-53x53.jpg
7,Closer,The Chainsmokers,2017,Halsey,,https://charts-static.billboard.com/img/2016/08/the-chainsmokers-9iv-53x53.jpg
8,Body Like A Back Road,Sam Hunt,2017,,,https://charts-static.billboard.com/img/2017/02/sam-hunt-2mf-53x53.jpg
9,Believer,Imagine Dragons,2017,,,https://charts-static.billboard.com/img/2017/02/imagine-dragons-wca-believer-ptm-53x53.jpg
10,Congratulations,Post Malone,2017,Quavo,,https://charts-static.billboard.com/img/2016/11/post-malone-tp6-53x53.jpg
11,Say You Won't Let Go,James Arthur,2017,,,https://charts-static.billboard.com/img/2016/10/james-arthur-p5t-53x53.jpg
12,I'm The One,DJ Khaled,2017,"Justin Bieber, Quavo, Chance The Rapper",Lil Wayne,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
13,XO TOUR Llif3,Lil Uzi Vert,2017,,,https://charts-static.billboard.com/img/2017/04/lil-uzi-vert-mre-53x53.jpg
14,Mask Off,Future,2017,,,https://charts-static.billboard.com/img/2017/07/future-53x53.jpg
15,Unforgettable,French Montana,2017,Swae Lee,,https://charts-static.billboard.com/img/2017/04/french-montana-i8w-53x53.jpg
16,24K Magic,Bruno Mars,2017,,,https://charts-static.billboard.com/img/2016/10/bruno-mars-va7-53x53.jpg
17,Stay,Zedd,2017,Alessia Cara,,https://charts-static.billboard.com/img/2017/03/zedd-edd-53x53.jpg
18,Wild Thoughts,DJ Khaled,2017,Rihanna,Bryson Tiller,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
19,Black Beatles,Rae Sremmurd,2017,Gucci Mane,,https://charts-static.billboard.com/img/2016/09/rae-sremmurd-f07-53x53.jpg
20,Starboy,The Weeknd,2017,Daft Punk,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
21,Location,Khalid,2017,,,https://charts-static.billboard.com/img/2016/07/khalid-p0u-53x53.jpg
22,Attention,Charlie Puth,2017,,,https://charts-static.billboard.com/img/2017/05/charlie-puth-ge7-53x53.jpg
23,There's Nothing Holdin' Me Back,Shawn Mendes,2017,,,https://charts-static.billboard.com/img/2017/05/shawn-mendes-2fw-theres-nothing-holdin-me-back-604-53x53.jpg
24,Bodak Yellow (Money Moves),Cardi B,2017,,,https://charts-static.billboard.com/img/2017/07/cardi-b-n38-53x53.jpg
25,Redbone,Childish Gambino,2017,,,https://charts-static.billboard.com/img/2016/12/childish-gambino-f0k-53x53.jpg
26,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2017,,,https://charts-static.billboard.com/img/2016/12/zayn-p59-53x53.jpg
27,It Ain't Me,Kygo x Selena Gomez,2017,,,https://charts-static.billboard.com/img/2017/03/kygo-t9r-53x53.jpg
28,iSpy,KYLE,2017,Lil Yachty,,https://charts-static.billboard.com/img/2016/12/kyle-fdr-53x53.jpg
29,Issues,Julia Michaels,2017,,,https://charts-static.billboard.com/img/2017/02/julia-michaels-rtf-53x53.jpg
30,Scars To Your Beautiful,Alessia Cara,2017,,,https://charts-static.billboard.com/img/2016/08/alessia-cara-vl8-53x53.jpg
31,1-800-273-8255,Logic,2017,Alessia Cara,Khalid,https://charts-static.billboard.com/img/2017/05/logic-lma-18002738255-72t-53x53.jpg
32,Slow Hands,Niall Horan,2017,,,https://charts-static.billboard.com/img/2017/05/niall-horan-5to-53x53.jpg
33,Love On The Brain,Rihanna,2017,,,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg
34,I Feel It Coming,The Weeknd,2017,Daft Punk,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
35,Bounce Back,Big Sean,2017,,,https://charts-static.billboard.com/img/2016/11/big-sean-820-53x53.jpg
36,Strip That Down,Liam Payne,2017,Quavo,,https://charts-static.billboard.com/img/2017/06/liam-payne-wri-53x53.jpg
37,Fake Love,Drake,2017,,,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg
38,Don't Wanna Know,Maroon 5,2017,Kendrick Lamar,,https://charts-static.billboard.com/img/2016/10/maroon-5-vhb-dont-wanna-know-fjl-53x53.jpg
39,Look What You Made Me Do,Taylor Swift,2017,,,https://charts-static.billboard.com/img/2017/09/taylor-swift-70p-53x53.jpg
40,Castle On The Hill,Ed Sheeran,2017,,,https://charts-static.billboard.com/img/2017/01/ed-sheeran-buv-castle-on-the-hill-v96-53x53.jpg
41,Bad Things,Machine Gun Kelly x Camila Cabello,2017,,,https://charts-static.billboard.com/img/2016/10/machine-gun-kelly-usa-53x53.jpg
42,Paris,The Chainsmokers,2017,,,https://charts-static.billboard.com/img/2017/01/the-chainsmokers-05s-paris-fr4-53x53.jpg
