rank,music,main_artist,year,featuring1,featuring2,photo,id_music,id_position,danceability,energy,loudness,speechiness,acousticness,instrumentalness,tempo,uri,duration_ms
43,Good Girls Go Bad,Cobra Starship,2009,Leighton Meester,,https://charts-static.billboard.com/img/2009/05/cobra-starship-g9t-53x53.jpg,7kMfu3KUydmrFVGEAhjtyl,342,0.594,0.874,-3.716,0.0815,0.0116,0.0,119.964,spotify:track:7kMfu3KUydmrFVGEAhjtyl,196413.0
44,Love Lockdown,Kanye West,2009,,,https://charts-static.billboard.com/img/2008/09/kanye-west-nwz-love-lockdown-mk3-53x53.jpg,1kxeWHF9PrCVZHvVskv8lg,343,0.76,0.524,-7.67,0.0323,0.0542,0.5,119.603,spotify:track:1kxeWHF9PrCVZHvVskv8lg,270307.0
45,So What,P!nk,2009,,,https://charts-static.billboard.com/img/2008/08/pnk-u9h-53x53.jpg,0JiY190vktuhSGN6aqJdrt,344,0.534,0.87,-3.078,0.0425,0.000329,0.0,126.019,spotify:track:0JiY190vktuhSGN6aqJdrt,215160.0
46,Hotel Room Service,Pitbull,2009,,,https://charts-static.billboard.com/img/2009/06/pitbull-odu-53x53.jpg,6Rb0ptOEjBjPPQUlQtQGbL,345,0.851,0.629,-8.385,0.175,0.00705,0.000372,125.984,spotify:track:6Rb0ptOEjBjPPQUlQtQGbL,237640.0
47,Crack A Bottle,"Eminem, Dr. Dre",2009,50 Cent,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,,346,,,,,,,,,
48,If I Were A Boy,Beyonce,2009,,,https://charts-static.billboard.com/img/2008/10/beyonce-uwg-if-i-were-a-boy-ibl-53x53.jpg,3IaTbEhNpnXtFNoIOUEmDr,347,0.306,0.945,-5.32,0.424,0.0131,0.0272,100.105,spotify:track:3IaTbEhNpnXtFNoIOUEmDr,316773.0
49,Turnin Me On,Keri Hilson,2009,Lil Wayne,,https://charts-static.billboard.com/img/2008/10/keri-hilson-1r3-53x53.jpg,1jEtDqwYCKpR0mlrMrrITx,348,0.675,0.602,-4.688,0.0596,0.0034,1.28e-05,159.994,spotify:track:1jEtDqwYCKpR0mlrMrrITx,247800.0
50,I Hate This Part,The Pussycat Dolls,2009,,,https://charts-static.billboard.com/img/2008/11/the-pussycat-dolls-t1l-53x53.jpg,3tSuRiNgJmMqmYR23dCqnR,349,0.756,0.612,-4.371,0.0317,0.0659,0.0,111.572,spotify:track:3tSuRiNgJmMqmYR23dCqnR,218400.0
51,Gotta Be Somebody,Nickelback,2009,,,https://charts-static.billboard.com/img/2008/10/nickelback-v3l-gotta-be-somebody-c3n-53x53.jpg,06T10fEzN8ZCcqzQZYA184,350,0.536,0.89,-5.222,0.0601,0.000354,0.00165,115.998,spotify:track:06T10fEzN8ZCcqzQZYA184,252653.0
52,Please Don't Leave Me,P!nk,2009,,,https://charts-static.billboard.com/img/2008/11/pnk-e1s-53x53.jpg,2gnZad0pb6QtUqMLTj2AjI,351,0.589,0.845,-4.497,0.0378,0.00883,0.0,138.026,spotify:track:2gnZad0pb6QtUqMLTj2AjI,231560.0
53,Paparazzi,Lady Gaga,2009,,,https://charts-static.billboard.com/img/2009/06/lady-gaga-gyl-53x53.jpg,6NShCmCTFgkgxawwflhL8k,352,0.763,0.693,-3.973,0.0438,0.111,0.0,114.912,spotify:track:6NShCmCTFgkgxawwflhL8k,208307.0
54,Beautiful,Akon,2009,Colby O'Donis,Kardinal Offishall,https://charts-static.billboard.com/img/2008/12/akon-5il-53x53.jpg,,353,,,,,,,,,
55,Viva La Vida,Coldplay,2009,,,https://charts-static.billboard.com/img/2008/05/coldplay-j2u-53x53.jpg,1mea3bSkSGXuIRvnydlB5b,354,0.485,0.619,-7.115,0.0289,0.0941,3.31e-06,138.017,spotify:track:1mea3bSkSGXuIRvnydlB5b,242373.0
56,Right Now (Na Na Na),Akon,2009,,,https://charts-static.billboard.com/img/2008/10/akon-5il-53x53.jpg,,355,,,,,,,,,
57,Battlefield,Jordin Sparks,2009,,,https://charts-static.billboard.com/img/2009/05/jordin-sparks-v2k-53x53.jpg,1Nme6K1PYAh7p7uygyuRdf,356,0.613,0.634,-3.472,0.0339,0.0178,0.0,144.953,spotify:track:1Nme6K1PYAh7p7uygyuRdf,241348.0
58,Sugar,Flo Rida,2009,Wynter,,https://charts-static.billboard.com/img/2009/04/flo-rida-8v1-53x53.jpg,,357,,,,,,,,,
59,Miss Independent,Ne-Yo,2009,,,https://charts-static.billboard.com/img/2008/08/ne-yo-kuu-53x53.jpg,34ceTg8ChN5HjrqiIYCn9Q,358,0.673,0.683,-5.693,0.115,0.522,0.0,171.86,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,232000.0
60,Fireflies,Owl City,2009,,,https://charts-static.billboard.com/img/2009/08/owl-city-1t0-53x53.jpg,3DamFFqW32WihKkTVlwTYQ,359,0.513,0.661,-6.8,0.0439,0.0274,0.0,180.118,spotify:track:3DamFFqW32WihKkTVlwTYQ,228347.0
61,New Divide,Linkin Park,2009,,,https://charts-static.billboard.com/img/2009/06/linkin-park-brd-53x53.jpg,6Wx88Mv6b9ofjKMKkdwOJd,360,0.493,0.808,-3.365,0.0362,0.000235,0.0,117.971,spotify:track:6Wx88Mv6b9ofjKMKkdwOJd,268613.0
62,Empire State Of Mind,Jay-Z + Alicia Keys,2009,,,https://charts-static.billboard.com/img/2009/09/jay-z-gbw-53x53.jpg,,361,,,,,,,,,
63,No Surprise,Daughtry,2009,,,https://charts-static.billboard.com/img/2009/05/daughtry-uco-53x53.jpg,6q4XLE5WeOBWftoc9gTl2P,362,0.508,0.823,-3.711,0.031,0.00741,0.0,95.98,spotify:track:6q4XLE5WeOBWftoc9gTl2P,270640.0
64,She Wolf,Shakira,2009,,,https://charts-static.billboard.com/img/2017/06/shakira-53x53.jpg,4cS2HQ6jK80vqdY9ofpztx,363,0.865,0.69,-7.448,0.0444,0.289,0.0138,121.983,spotify:track:4cS2HQ6jK80vqdY9ofpztx,188867.0
65,Break Up,Mario,2009,Gucci Mane,Sean Garrett,https://charts-static.billboard.com/img/2009/05/mario-bu9-53x53.jpg,,364,,,,,,,,,
66,Sweet Dreams,Beyonce,2009,,,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg,1FKxKGONukVFXWVJxAKmlz,365,0.694,0.825,-5.986,0.111,0.0895,1.86e-05,121.949,spotify:track:1FKxKGONukVFXWVJxAKmlz,208067.0
67,Every Girl,Young Money,2009,,,https://charts-static.billboard.com/img/2009/04/young-money-7wj-53x53.jpg,6klZDCEsQzMELAPyovvpUw,366,0.632,0.73,-5.895,0.245,0.00316,0.0,76.067,spotify:track:6klZDCEsQzMELAPyovvpUw,315320.0
68,Fallin' For You,Colbie Caillat,2009,,,https://charts-static.billboard.com/img/2009/06/colbie-caillat-961-53x53.jpg,1le5KVGTF1xWf2aUj7ruLy,367,0.644,0.834,-6.473,0.0275,0.156,0.0,117.043,spotify:track:1le5KVGTF1xWf2aUj7ruLy,215547.0
69,Untouched,The Veronicas,2009,,,https://charts-static.billboard.com/img/2008/07/the-veronicas-ixh-53x53.jpg,0KlahhzNb98zyN83Vwae0l,368,0.557,0.783,-4.893,0.234,0.0171,0.0172,177.008,spotify:track:0KlahhzNb98zyN83Vwae0l,255360.0
70,If Today Was Your Last Day,Nickelback,2009,,,https://charts-static.billboard.com/img/2017/07/nickelback-53x53.jpg,4QJLKU75Rg4558f4LbDBRi,369,0.485,0.911,-5.749,0.0355,8.67e-05,0.0,89.956,spotify:track:4QJLKU75Rg4558f4LbDBRi,249067.0
71,Throw It In The Bag,Fabolous,2009,The-Dream,,https://charts-static.billboard.com/img/2009/05/fabolous-3lg-53x53.jpg,6c0GmyBsE7mQtrVvxJaWc3,370,0.789,0.55,-7.423,0.0473,0.174,0.0,172.049,spotify:track:6c0GmyBsE7mQtrVvxJaWc3,231573.0
72,Love Drunk,Boys Like Girls,2009,,,https://charts-static.billboard.com/img/2009/07/boys-like-girls-9nc-53x53.jpg,20X9OeC606XNwEtDBOym5u,371,0.44,0.976,-3.17,0.141,0.00177,3.39e-06,150.005,spotify:track:20X9OeC606XNwEtDBOym5u,226707.0
73,I Love College,Asher Roth,2009,,,https://charts-static.billboard.com/img/2009/02/asher-roth-96i-53x53.jpg,1akgiRM3mN2nxu2AX6ACCW,372,0.713,0.826,-4.075,0.243,0.0897,0.0,86.444,spotify:track:1akgiRM3mN2nxu2AX6ACCW,241933.0
74,If U Seek Amy,Britney Spears,2009,,,https://charts-static.billboard.com/img/2017/02/britney-spears-53x53.jpg,2hdy9Wt9qp7M7d0U3ossu2,373,0.717,0.587,-7.296,0.0339,0.0192,0.0,129.954,spotify:track:2hdy9Wt9qp7M7d0U3ossu2,216520.0
75,Big Green Tractor,Jason Aldean,2009,,,https://charts-static.billboard.com/img/2009/05/jason-aldean-sa0-53x53.jpg,4KAzYqfcijCSZa2P3etHoM,374,0.623,0.59,-5.014,0.028,0.646,0.0,137.071,spotify:track:4KAzYqfcijCSZa2P3etHoM,204200.0
76,White Horse,Taylor Swift,2009,,,https://charts-static.billboard.com/img/2008/11/taylor-swift-70p-white-horse-5cg-53x53.jpg,6wn61Fzx9XMxQmieLpoIhW,375,0.578,0.34,-8.027,0.0264,0.305,0.0,92.702,spotify:track:6wn61Fzx9XMxQmieLpoIhW,234427.0
77,Disturbia,Rihanna,2009,,,https://charts-static.billboard.com/img/2008/06/rihanna-v3t-53x53.jpg,2VOomzT6VavJOGBeySqaMc,376,0.707,0.813,-4.515,0.0571,0.0863,0.0,124.921,spotify:track:2VOomzT6VavJOGBeySqaMc,238627.0
78,21 Guns,Green Day,2009,,,https://charts-static.billboard.com/img/2009/05/green-day-qwn-53x53.jpg,64yrDBpcdwEdNY9loyEGbX,377,0.268,0.742,-4.939,0.0355,0.0518,0.0,159.779,spotify:track:64yrDBpcdwEdNY9loyEGbX,321093.0
79,Turn My Swag On,Soulja Boy Tell'em,2009,,,https://charts-static.billboard.com/img/2008/12/soulja-boy-4vz-53x53.jpg,,378,,,,,,,,,
80,Rockin' That Thang,The-Dream,2009,,,https://charts-static.billboard.com/img/2008/12/the-dream-8ca-53x53.jpg,3oJJ1dQBxiFYGMQSe2SluG,379,0.674,0.616,-4.757,0.0432,0.118,0.0,77.968,spotify:track:3oJJ1dQBxiFYGMQSe2SluG,221933.0
81,Chicken Fried,Zac Brown Band,2009,,,https://charts-static.billboard.com/img/2008/06/zac-brown-band-elb-53x53.jpg,3eBnEo9WL34ulBCZlLpUQO,380,0.566,0.713,-4.25,0.0417,0.645,0.0,169.864,spotify:track:3eBnEo9WL34ulBCZlLpUQO,238147.0
82,Diva,Beyonce,2009,,,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg,7eOG24Nx7j4nI3f9nOZTOi,381,0.574,0.845,-7.406,0.164,0.0276,0.00029,145.921,spotify:track:7eOG24Nx7j4nI3f9nOZTOi,165873.0
83,Replay,Iyaz,2009,,,https://charts-static.billboard.com/img/2009/08/iyaz-a7g-53x53.jpg,5vlEg2fT4cFWAqU5QptIpQ,382,0.706,0.751,-6.323,0.0708,0.173,0.0,91.031,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,182307.0
84,Then,Brad Paisley,2009,,,https://charts-static.billboard.com/img/2009/04/brad-paisley-ws4-53x53.jpg,3XKbdb9GB6u3hsnUklQTav,383,0.493,0.643,-5.19,0.0299,0.512,2.42e-05,144.717,spotify:track:3XKbdb9GB6u3hsnUklQTav,321640.0
85,Her Diamonds,Rob Thomas,2009,,,https://charts-static.billboard.com/img/2009/05/rob-thomas-qfd-53x53.jpg,3LtwmK1OfN0dGs9jf3qSjn,384,0.555,0.924,-4.93,0.0604,0.0159,0.0,87.606,spotify:track:3LtwmK1OfN0dGs9jf3qSjn,280000.0
86,How Do You Sleep?,Jesse McCartney,2009,Ludacris,,https://charts-static.billboard.com/img/2008/12/jesse-mccartney-2fg-53x53.jpg,3jkdQNkDTxxXtjSO4l0o1H,385,0.747,0.878,-3.533,0.0282,0.343,0.0,106.004,spotify:track:3jkdQNkDTxxXtjSO4l0o1H,208333.0
87,3,Britney Spears,2009,,,https://charts-static.billboard.com/img/2009/10/britney-spears-s89-53x53.jpg,,386,,,,,,,,,
88,Forever,Drake,2009,"Kanye West, Lil Wayne",Eminem,https://charts-static.billboard.com/img/2009/09/drake-hq6-53x53.jpg,,387,,,,,,,,,
89,One Time,Justin Bieber,2009,,,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-one-time-1qz-53x53.jpg,6eDApnV9Jdb1nYahOlbbUh,388,0.691,0.853,-2.528,0.0372,0.0631,7.13e-05,145.999,spotify:track:6eDApnV9Jdb1nYahOlbbUh,215867.0
90,I Run To You,Lady Antebellum,2009,,,https://charts-static.billboard.com/img/2009/01/lady-antebellum-g3u-53x53.jpg,2YVCkTYJpv5jelYrHYoEG8,389,0.656,0.786,-4.451,0.034,0.163,5.99e-05,113.963,spotify:track:2YVCkTYJpv5jelYrHYoEG8,256013.0
91,I Do Not Hook Up,Kelly Clarkson,2009,,,https://charts-static.billboard.com/img/2009/03/kelly-clarkson-091-53x53.jpg,2I5CPUnMIKjEXeg61OI9uV,390,0.502,0.938,-3.114,0.13,0.00098,0.0,144.077,spotify:track:2I5CPUnMIKjEXeg61OI9uV,200347.0
92,Green Light,John Legend,2009,Andre 3000,,https://charts-static.billboard.com/img/2008/08/john-legend-xtz-53x53.jpg,72by3Re4C3eVEBXvsUo0zV,391,0.622,0.882,-5.59,0.119,0.0912,0.0,77.506,spotify:track:72by3Re4C3eVEBXvsUo0zV,284187.0
93,People Are Crazy,Billy Currington,2009,,,https://charts-static.billboard.com/img/2009/03/billy-currington-kzk-53x53.jpg,5JnLiuMgRAWoHYOhatFP3s,392,0.651,0.699,-5.006,0.0265,0.213,0.000265,141.938,spotify:track:5JnLiuMgRAWoHYOhatFP3s,231360.0
94,Whatever It Is,Zac Brown Band,2009,,,https://charts-static.billboard.com/img/1840/12/zac-brown-band-fe5-53x53.jpg,2ISojTv3VUnimEOiLddIw4,393,0.686,0.576,-6.632,0.0284,0.443,1.7e-05,83.971,spotify:track:2ISojTv3VUnimEOiLddIw4,208213.0
95,Already Gone,Kelly Clarkson,2009,,,https://charts-static.billboard.com/img/2009/03/kelly-clarkson-091-53x53.jpg,7ceIquYtiTYlgSSm7PqUf9,394,0.209,0.872,-2.996,0.0757,0.217,0.0,78.139,spotify:track:7ceIquYtiTYlgSSm7PqUf9,281560.0
96,Goodbye,Kristinia DeBarge,2009,,,https://charts-static.billboard.com/img/2009/04/kristinia-debarge-9ho-53x53.jpg,,395,,,,,,,,,
97,Say Hey (I Love You),Michael Franti,2009,Spearhead,Cherine Anderson,https://charts-static.billboard.com/img/2008/08/michael-franti-spearhead-nf2-53x53.jpg,,396,,,,,,,,,
98,Pop Champagne,Jim Jones,2009,Ron Browz,Juelz Santana,https://charts-static.billboard.com/img/2008/09/jim-jones-bmq-53x53.jpg,5lrOsw7J8R7shum7A4j36t,397,0.61,0.431,-6.73,0.294,0.03,0.0,136.878,spotify:track:5lrOsw7J8R7shum7A4j36t,215973.0
99,Pretty Wings,Maxwell,2009,,,https://charts-static.billboard.com/img/2017/03/maxwell-53x53.jpg,22NLm3IIR9NLG0cUYtmHMW,398,0.563,0.402,-10.496,0.0668,0.252,2.07e-06,115.561,spotify:track:22NLm3IIR9NLG0cUYtmHMW,310520.0
100,Never Say Never,The Fray,2009,,,https://charts-static.billboard.com/img/2009/02/the-fray-2ey-53x53.jpg,57uX2vR9j9DNiANDYfXw1i,399,0.23,0.492,-5.767,0.0317,0.568,8.18e-06,160.139,spotify:track:57uX2vR9j9DNiANDYfXw1i,256613.0
1,TiK ToK,Ke$ha,2010,,,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,,400,,,,,,,,,
2,Need You Now,Lady Antebellum,2010,,,https://charts-static.billboard.com/img/2017/07/lady-antebellum-53x53.jpg,11EX5yhxr9Ihl3IN1asrfK,401,0.587,0.622,-5.535,0.0303,0.0927,0.000636,107.943,spotify:track:11EX5yhxr9Ihl3IN1asrfK,277573.0
3,"Hey, Soul Sister",Train,2010,,,https://charts-static.billboard.com/img/2017/05/train-53x53.jpg,4HlFJV71xXKIGcU3kRyttv,402,0.673,0.886,-4.44,0.0431,0.185,0.0,97.012,spotify:track:4HlFJV71xXKIGcU3kRyttv,216773.0
4,California Gurls,Katy Perry,2010,Snoop Dogg,,https://charts-static.billboard.com/img/2010/05/katy-perry-04d-53x53.jpg,6tS3XVuOyu10897O3ae7bi,403,0.791,0.754,-3.729,0.0569,0.00446,0.0,125.014,spotify:track:6tS3XVuOyu10897O3ae7bi,234653.0
5,OMG,Usher,2010,will.i.am,,https://charts-static.billboard.com/img/2010/03/usher-oqp-53x53.jpg,1bM50INir8voAkVoKuvEUI,404,0.781,0.745,-5.81,0.0332,0.198,1.14e-05,129.998,spotify:track:1bM50INir8voAkVoKuvEUI,269493.0
6,Airplanes,B.o.B,2010,Hayley Williams,,https://charts-static.billboard.com/img/2010/05/bob-1-t7h-53x53.jpg,6lV2MSQmRIkycDScNtrBXO,405,0.66,0.867,-4.285,0.116,0.11,0.0,93.033,spotify:track:6lV2MSQmRIkycDScNtrBXO,180480.0
7,Love The Way You Lie,Eminem,2010,Rihanna,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,15JINEqzVMv3SvJTAXAKED,406,0.749,0.925,-5.034,0.227,0.241,0.0,86.989,spotify:track:15JINEqzVMv3SvJTAXAKED,263373.0
8,Bad Romance,Lady Gaga,2010,,,https://charts-static.billboard.com/img/2009/11/lady-gaga-lkc-53x53.jpg,0SiywuOBRcynK0uKGWdCnn,407,0.696,0.921,-3.755,0.0363,0.00314,5.24e-05,119.001,spotify:track:0SiywuOBRcynK0uKGWdCnn,294573.0
9,Dynamite,Taio Cruz,2010,,,https://charts-static.billboard.com/img/2010/06/taio-cruz-vf6-53x53.jpg,1DqdF42leyFIzqNDv9CjId,408,0.754,0.804,-3.177,0.0853,0.00332,0.0,119.968,spotify:track:1DqdF42leyFIzqNDv9CjId,203867.0
10,Break Your Heart,Taio Cruz,2010,Ludacris,,https://charts-static.billboard.com/img/2010/02/taio-cruz-vf6-53x53.jpg,1CdqVF1ywD0ZO1zXtB9yWa,409,0.666,0.899,-4.676,0.028,0.00155,0.0,122.05,spotify:track:1CdqVF1ywD0ZO1zXtB9yWa,186267.0
11,Nothin' On You,B.o.B,2010,Bruno Mars,,https://charts-static.billboard.com/img/2010/01/bob-1-t7h-53x53.jpg,,410,,,,,,,,,
12,I Like It,Enrique Iglesias,2010,Pitbull,,https://charts-static.billboard.com/img/2010/05/enrique-iglesias-m5f-53x53.jpg,,411,,,,,,,,,
13,BedRock,Young Money,2010,Lloyd,,https://charts-static.billboard.com/img/2009/10/young-money-7wj-53x53.jpg,3iL2l5gUqyPS6vDwJFgJTR,412,0.733,0.664,-6.163,0.295,0.102,0.0,148.005,spotify:track:3iL2l5gUqyPS6vDwJFgJTR,288133.0
14,In My Head,Jason Derulo,2010,,,https://charts-static.billboard.com/img/2009/12/jason-derulo-3xq-53x53.jpg,5BoIP8Eha5hwmRVURkC2Us,413,0.762,0.748,-4.15,0.033,0.0266,0.0,110.009,spotify:track:5BoIP8Eha5hwmRVURkC2Us,199027.0
15,Rude Boy,Rihanna,2010,,,https://charts-static.billboard.com/img/2010/01/rihanna-t38-53x53.jpg,60jzFy6Nn4M0iD1d94oteF,414,0.563,0.75,-4.496,0.127,0.113,0.0,173.906,spotify:track:60jzFy6Nn4M0iD1d94oteF,222920.0
16,Telephone,Lady Gaga,2010,Beyonce,,https://charts-static.billboard.com/img/2009/12/lady-gaga-gyl-53x53.jpg,7rl7ao5pb9BhvAzPdWStxi,415,0.825,0.832,-5.853,0.0403,0.00587,0.000789,122.021,spotify:track:7rl7ao5pb9BhvAzPdWStxi,220627.0
17,Teenage Dream,Katy Perry,2010,,,https://charts-static.billboard.com/img/2010/08/katy-perry-l8p-53x53.jpg,5jzKL4BDMClWqRguW5qZvh,416,0.719,0.798,-4.582,0.0361,0.0162,2.34e-06,120.011,spotify:track:5jzKL4BDMClWqRguW5qZvh,227741.0
18,Just The Way You Are,Bruno Mars,2010,,,https://charts-static.billboard.com/img/2010/08/bruno-mars-va7-53x53.jpg,,417,,,,,,,,,
19,Cooler Than Me,Mike Posner,2010,,,https://charts-static.billboard.com/img/2010/04/mike-posner-oiz-53x53.jpg,2V4bv1fNWfTcyRJKmej6Sj,418,0.768,0.82,-4.63,0.0475,0.179,0.0,129.969,spotify:track:2V4bv1fNWfTcyRJKmej6Sj,213293.0
20,Imma Be,The Black Eyed Peas,2010,,,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-b9u-53x53.jpg,,419,,,,,,,,,
21,Empire State Of Mind,Jay-Z + Alicia Keys,2010,,,https://charts-static.billboard.com/img/2009/09/jay-z-gbw-53x53.jpg,,420,,,,,,,,,
22,DJ Got Us Fallin' In Love,Usher,2010,Pitbull,,https://charts-static.billboard.com/img/2010/07/usher-oqp-53x53.jpg,4356Typ82hUiFAynbLYbPn,421,0.663,0.861,-3.398,0.109,0.0338,0.0,119.963,spotify:track:4356Typ82hUiFAynbLYbPn,220800.0
23,Billionaire,Travie McCoy,2010,Bruno Mars,,https://charts-static.billboard.com/img/2010/03/travie-mccoy-xyy-53x53.jpg,2M9ULmQwTaTGmAdXaXpfz5,422,0.633,0.673,-6.403,0.258,0.297,0.0,86.776,spotify:track:2M9ULmQwTaTGmAdXaXpfz5,211160.0
24,Not Afraid,Eminem,2010,,,https://charts-static.billboard.com/img/2010/05/eminem-c16-53x53.jpg,7Ie9W94M7OjPoZVV216Xus,423,0.855,0.954,-1.19,0.264,0.529,0.0,114.635,spotify:track:7Ie9W94M7OjPoZVV216Xus,248133.0
25,Replay,Iyaz,2010,,,https://charts-static.billboard.com/img/2009/08/iyaz-a7g-53x53.jpg,5vlEg2fT4cFWAqU5QptIpQ,424,0.706,0.751,-6.323,0.0708,0.173,0.0,91.031,spotify:track:5vlEg2fT4cFWAqU5QptIpQ,182307.0
26,Sexy Chick,David Guetta,2010,Akon,,https://charts-static.billboard.com/img/2009/08/david-guetta-z71-53x53.jpg,4MKzCHlZvkwJOQRNkdw4zq,425,0.809,0.562,-7.694,0.0534,0.0816,0.000418,130.003,spotify:track:4MKzCHlZvkwJOQRNkdw4zq,194347.0
27,Breakeven,The Script,2010,,,https://charts-static.billboard.com/img/2017/07/the-script-53x53.jpg,38xWaVFKaxZlMFvzNff2aW,426,0.63,0.698,-4.51,0.0244,0.173,0.0,94.023,spotify:track:38xWaVFKaxZlMFvzNff2aW,261427.0
28,Your Love Is My Drug,Ke$ha,2010,,,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,,427,,,,,,,,,
29,I Gotta Feeling,The Black Eyed Peas,2010,,,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-b9u-53x53.jpg,,428,,,,,,,,,
30,Fireflies,Owl City,2010,,,https://charts-static.billboard.com/img/2009/08/owl-city-1t0-53x53.jpg,3DamFFqW32WihKkTVlwTYQ,429,0.513,0.661,-6.8,0.0439,0.0274,0.0,180.118,spotify:track:3DamFFqW32WihKkTVlwTYQ,228347.0
31,Say Aah,Trey Songz,2010,Fabolous,,https://charts-static.billboard.com/img/2009/09/trey-songz-kc8-53x53.jpg,2fQ6sBFWaLv2Gxos4igHLy,430,0.724,0.87,-3.614,0.113,0.00453,0.0,93.01,spotify:track:2fQ6sBFWaLv2Gxos4igHLy,207547.0
32,Find Your Love,Drake,2010,,,https://charts-static.billboard.com/img/2010/05/drake-hq6-53x53.jpg,4BycRneKmOs6MhYG9THsuX,431,0.627,0.614,-6.006,0.17,0.0211,0.0,96.038,spotify:track:4BycRneKmOs6MhYG9THsuX,208947.0
33,Alejandro,Lady Gaga,2010,,,https://charts-static.billboard.com/img/2009/12/lady-gaga-gyl-53x53.jpg,4lwavw59UjXUPJZtKNdFYp,432,0.626,0.799,-6.612,0.046,0.000358,0.00155,98.992,spotify:track:4lwavw59UjXUPJZtKNdFYp,274213.0
34,Ridin' Solo,Jason Derulo,2010,,,https://charts-static.billboard.com/img/2010/03/jason-derulo-3xq-53x53.jpg,6BaxqcoEM9r3LXisTyJjST,433,0.442,0.83,-4.02,0.146,0.128,0.0,89.338,spotify:track:6BaxqcoEM9r3LXisTyJjST,215747.0
35,Just A Dream,Nelly,2010,,,https://charts-static.billboard.com/img/2010/08/nelly-fmf-53x53.jpg,3ZdJffjzJWFimSQyxgGIxN,434,0.531,0.752,-6.161,0.0305,0.0421,0.0,89.917,spotify:track:3ZdJffjzJWFimSQyxgGIxN,237800.0
36,How Low,Ludacris,2010,,,https://charts-static.billboard.com/img/2009/11/ludacris-5cn-53x53.jpg,1WtTLtofvcjQM3sXSMkDdX,435,0.784,0.498,-6.977,0.0533,0.00248,1.23e-06,143.96,spotify:track:1WtTLtofvcjQM3sXSMkDdX,201587.0
37,Like A G6,Far*East Movement,2010,Cataracs,Dev,https://charts-static.billboard.com/img/2010/07/fareast-movement-tai-53x53.jpg,,436,,,,,,,,,
38,Carry Out,Timbaland,2010,Justin Timberlake,,https://charts-static.billboard.com/img/2009/12/timbaland-3i9-53x53.jpg,2DHc2e5bBn4UzY0ENVFrUl,437,0.531,0.574,-6.693,0.113,0.114,0.0308,115.68,spotify:track:2DHc2e5bBn4UzY0ENVFrUl,232467.0
39,Haven't Met You Yet,Michael Buble,2010,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,,438,,,,,,,,,
40,Club Can't Handle Me,Flo Rida,2010,David Guetta,,https://charts-static.billboard.com/img/2010/07/flo-rida-8v1-53x53.jpg,6ebkx7Q5tTxrCxKq4GYj0Y,439,0.616,0.869,-3.911,0.0327,0.0283,0.0,127.966,spotify:track:6ebkx7Q5tTxrCxKq4GYj0Y,234560.0
41,Down,Jay Sean,2010,Lil Wayne,,https://charts-static.billboard.com/img/2009/07/jay-sean-fk9-53x53.jpg,7LP4Es66zdY7CyjepqmvAg,440,0.657,0.695,-4.493,0.0321,0.0108,0.0,65.997,spotify:track:7LP4Es66zdY7CyjepqmvAg,212107.0
42,Bulletproof,La Roux,2010,,,https://charts-static.billboard.com/img/2009/07/la-roux-0ka-53x53.jpg,6lUY6MoqGgPnA27PHYxem5,441,0.674,0.882,-2.771,0.0477,0.000441,6.47e-05,123.016,spotify:track:6lUY6MoqGgPnA27PHYxem5,205733.0
43,Whatcha Say,Jason Derulo,2010,,,https://charts-static.billboard.com/img/2009/07/jason-derulo-3xq-53x53.jpg,67T6l4q3zVjC5nZZPXByU8,442,0.615,0.711,-5.507,0.0779,0.0444,0.0,144.036,spotify:track:67T6l4q3zVjC5nZZPXByU8,221253.0
44,Baby,Justin Bieber,2010,Ludacris,,https://charts-static.billboard.com/img/2010/02/justin-bieber-4oh-baby-1hn-53x53.jpg,,443,,,,,,,,,
45,Whataya Want From Me,Adam Lambert,2010,,,https://charts-static.billboard.com/img/2009/12/adam-lambert-00l-53x53.jpg,,444,,,,,,,,,
46,Mine,Taylor Swift,2010,,,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,,445,,,,,,,,,
47,Only Girl (In The World),Rihanna,2010,,,https://charts-static.billboard.com/img/2010/09/rihanna-v3t-53x53.jpg,,446,,,,,,,,,
